CATEGORIA,CATEGORIA2,SEGMENTO,Mes,FATURAMENTO,MARGEM
CEBOLA,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Mar,408.9,0.23
CEBOLA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,4602.62,0.69
CEBOLA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,11467.17,0.47
CEBOLA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,3754.78,0.34
CEBOLA,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,17335.96,0.45
CENOURA,TUBERCULOS,FLV NACIONAIS,Abr,274004.08999999997,0.35
CENOURA,TUBERCULOS,FLV NACIONAIS,Fev,550593.78,0.29
CENOURA,TUBERCULOS,FLV NACIONAIS,Jan,764007.2600000004,0.29
CENOURA,TUBERCULOS,FLV NACIONAIS,Mar,836174.6400000001,0.28
CENOURA,TUBERCULOS,SEGMENTO ORGANICOS,Abr,753.33,0.37
CENOURA,TUBERCULOS,SEGMENTO ORGANICOS,Fev,3026.2199999999993,0.42
CENOURA,TUBERCULOS,SEGMENTO ORGANICOS,Jan,2199.14,0.33
CENOURA,TUBERCULOS,SEGMENTO ORGANICOS,Mar,2586.7199999999984,0.33
CEREFOLIO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,520.0,0.12
CEREJA,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,20524.0,-0.91
CEREJA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,-1163.5,0.24
CEREJA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,6017.69,0.9
CHUCHU,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,63683.760000000024,0.02
CHUCHU,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,264248.7299999998,0.13
CHUCHU,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,302090.83999999997,0.18
CHUCHU,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,248674.5699999996,0.14
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Abr,146.2,0.15
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Fev,61.45,0.15
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,8.25,0.1
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,144.45,0.29
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,699.78,0.55
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,1724.9299999999998,0.04
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,1176.8500000000001,0.14
CHUCHU,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,3839.2899999999995,0.41
COCO,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,141.0,0.24
COCO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,78579.25000000001,0.31
COCO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,409349.52999999997,0.28
COCO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,493919.4199999999,0.27
COCO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,412826.68999999994,0.31
COCO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,214.5,0.28
COCO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,92.5,0.15
COCO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,44.2,0.4
COENTRO,TEMPEROS,FLV NACIONAIS,Abr,540.0,0.11
COENTRO,TEMPEROS,FLV NACIONAIS,Fev,1071.0,0.2
COENTRO,TEMPEROS,FLV NACIONAIS,Jan,281.4,0.16
COENTRO,TEMPEROS,FLV NACIONAIS,Mar,1998.0,0.14
COENTRO,VERDURAS,FLV NACIONAIS,Abr,106.8,0.27
COENTRO,VERDURAS,FLV NACIONAIS,Fev,1028.2,0.41
COENTRO,VERDURAS,FLV NACIONAIS,Jan,395.2,0.4
COENTRO,VERDURAS,FLV NACIONAIS,Mar,1264.4,0.28
COGUMELO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,285.96,0.38
COGUMELO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,75.0,0.45
COGUMELO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,87.5,0.45
COGUMELO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,-12.5,0.77
COGUMELO,LEGUMES,FLV NACIONAIS,Abr,2825.42,0.18
COGUMELO,LEGUMES,FLV NACIONAIS,Fev,2946.2999999999997,0.32
COGUMELO,LEGUMES,FLV NACIONAIS,Jan,5299.9,0.33
COGUMELO,LEGUMES,FLV NACIONAIS,Mar,3802.5,0.3
COGUMELO,LEGUMES,SEGMENTO ORGANICOS,Abr,471.34,0.5
COGUMELO,LEGUMES,SEGMENTO ORGANICOS,Fev,3559.0,0.4
COGUMELO,LEGUMES,SEGMENTO ORGANICOS,Jan,2336.5299999999997,0.38
COGUMELO,LEGUMES,SEGMENTO ORGANICOS,Mar,2624.7,0.43
COGUMELO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Abr,77.5,0.48
COGUMELO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Fev,277.5,0.45
COGUMELO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Jan,366.12,0.41
COGUMELO,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Mar,463.0,0.33
COUVE,VERDURAS,FLV NACIONAIS,Abr,1247.2999999999997,0.29
COUVE,VERDURAS,FLV NACIONAIS,Fev,3798.7999999999993,0.31
COUVE,VERDURAS,FLV NACIONAIS,Jan,3598.2999999999993,0.36
COUVE,VERDURAS,FLV NACIONAIS,Mar,3676.5999999999995,0.29
COUVE,VERDURAS,SEGMENTO ORGANICOS,Mar,8.4,0.29
COUVE,VERDURAS - ORGANICAS,SEGMENTO ORGANICOS,Fev,58.0,0.38
COUVE FLOR,LEGUMES - ORGANICOS,FLV NACIONAIS,Fev,68.0,0.53
COUVE FLOR,LEGUMES - ORGANICOS,FLV NACIONAIS,Mar,7.0,0.5
COUVE FLOR,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Abr,1224.83,0.56
COUVE FLOR,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Fev,3124.35,0.54
COUVE FLOR,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Jan,1311.5299999999997,0.56
COUVE FLOR,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Mar,1902.9899999999996,0.57
COUVE FLOR,VERDURAS,FLV NACIONAIS,Abr,18210.85,0.21
COUVE FLOR,VERDURAS,FLV NACIONAIS,Fev,58294.17999999999,0.18
COUVE FLOR,VERDURAS,FLV NACIONAIS,Jan,49017.11999999999,0.29
COUVE FLOR,VERDURAS,FLV NACIONAIS,Mar,75073.28,0.12
COUVE FLOR,VERDURAS,SEGMENTO ORGANICOS,Fev,13.0,0.29
COUVE FLOR,VERDURAS,SEGMENTO ORGANICOS,Jan,4.0,0.23
CUPUACU,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,929.76,0.36
CUPUACU,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1148.0,0.28
CUPUACU,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,1518.0,0.09
CUPUACU,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,298.0,0.36
DEKOPON,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,264.0,0.97
DEKOPON,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1108.8000000000002,0.43
DEKOPON,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,1056.0,0.65
ERVILHA,LEGUMES,FLV NACIONAIS,Abr,150.0,-2.9
ERVILHA,LEGUMES,FLV NACIONAIS,Fev,240.25,-0.01
ERVILHA,LEGUMES,FLV NACIONAIS,Jan,1556.5,0.11
FALSE,ACESSORIOS DE FRUTAS,FLV NACIONAIS,Abr,1040.0,0.72
FALSE,ACESSORIOS DE FRUTAS,FLV NACIONAIS,Fev,3388.0,0.39
FALSE,ACESSORIOS DE FRUTAS,FLV NACIONAIS,Jan,15064.699999999999,0.56
FALSE,ACESSORIOS DE FRUTAS,FLV NACIONAIS,Mar,16467.0,0.46
FALSE,ACUCARES E CONFEITARIA,ALIMENTOS INDUSTRIALIZADOS,Abr,7253.99,-1.34
FALSE,ACUCARES E CONFEITARIA,ALIMENTOS INDUSTRIALIZADOS,Fev,1638.5500000000002,-0.2
FALSE,ACUCARES E CONFEITARIA,ALIMENTOS INDUSTRIALIZADOS,Jan,196.1400000000001,-2.42
FALSE,ACUCARES E CONFEITARIA,ALIMENTOS INDUSTRIALIZADOS,Mar,219.22,-0.42
FALSE,ACUCARES E CONFEITARIA,FLV NACIONAIS,Fev,30.0,-0.23
FALSE,ACUCARES E CONFEITARIAS,FLV NACIONAIS,Fev,11.0,0.91
FALSE,ACUCARES E CONFEITARIAS,FLV NACIONAIS,Jan,13.0,0.45
FALSE,ACUCARES E CONFEITARIAS,FLV NACIONAIS,Mar,11.0,0.47
FALSE,ACUCARES E CONFEITARIAS,SEGMENTO ORGANICOS,Abr,50.0,0.42
FALSE,ACUCARES E CONFEITARIAS,SEGMENTO ORGANICOS,Fev,260.0,1.0
FALSE,ACUCARES E CONFEITARIAS,SEGMENTO ORGANICOS,Jan,1965.0,0.31
FALSE,ACUCARES E CONFEITARIAS,SEGMENTO ORGANICOS,Mar,230.0,0.49
FALSE,CEREAIS,ALIMENTOS INDUSTRIALIZADOS,Abr,4433.97,0.22
FALSE,CEREAIS,ALIMENTOS INDUSTRIALIZADOS,Fev,130660.92000000003,0.25
FALSE,CEREAIS,ALIMENTOS INDUSTRIALIZADOS,Jan,220294.09999999998,0.27
FALSE,CEREAIS,ALIMENTOS INDUSTRIALIZADOS,Mar,118752.99999999999,0.23
FALSE,CONSERVAS,ALIMENTOS INDUSTRIALIZADOS,Abr,686378.61,0.47
FALSE,CONSERVAS,ALIMENTOS INDUSTRIALIZADOS,Fev,3304748.210000001,0.43
FALSE,CONSERVAS,ALIMENTOS INDUSTRIALIZADOS,Jan,3255501.1500000013,0.45
FALSE,CONSERVAS,ALIMENTOS INDUSTRIALIZADOS,Mar,3625664.5200000033,0.49
FALSE,CONSERVAS,FLV NACIONAIS,Fev,1381.1100000000001,-0.58
FALSE,CONSERVAS,FLV NACIONAIS,Jan,710.85,-2.83
FALSE,CONSERVAS,FLV NACIONAIS,Mar,12403.520000000004,0.4
FALSE,DOCES E GELEIAS,ALIMENTOS INDUSTRIALIZADOS,Abr,6283.14,0.45
FALSE,DOCES E GELEIAS,ALIMENTOS INDUSTRIALIZADOS,Fev,33130.55999999997,0.44
FALSE,DOCES E GELEIAS,ALIMENTOS INDUSTRIALIZADOS,Jan,28256.919999999976,0.45
FALSE,DOCES E GELEIAS,ALIMENTOS INDUSTRIALIZADOS,Mar,51121.54999999999,0.44
FALSE,EMBALAGEM,ALIMENTOS INDUSTRIALIZADOS,Mar,396.0,0.51
FALSE,EMBALAGEM,FLV NACIONAIS,Fev,1965.0,-2.49
FALSE,EMPORIO - REVENDA,ALIMENTOS INDUSTRIALIZADOS,Abr,-456.09,0.57
FALSE,EMPORIO - REVENDA,ALIMENTOS INDUSTRIALIZADOS,Fev,20236.970000000005,0.54
FALSE,EMPORIO - REVENDA,ALIMENTOS INDUSTRIALIZADOS,Jan,20551.699999999997,0.49
FALSE,EMPORIO - REVENDA,ALIMENTOS INDUSTRIALIZADOS,Mar,22951.80999999999,0.54
FALSE,EMPORIO - REVENDA,FLV NACIONAIS,Abr,1549.0,0.44
FALSE,EMPORIO - REVENDA,FLV NACIONAIS,Fev,4063.7000000000003,0.39
FALSE,EMPORIO - REVENDA,FLV NACIONAIS,Jan,10938.279999999999,0.44
FALSE,EMPORIO - REVENDA,FLV NACIONAIS,Mar,14705.349999999999,0.45
FALSE,EMPORIO - REVENDA,SEGMENTO ORGANICOS,Abr,1793.9999999999995,0.48
FALSE,EMPORIO - REVENDA,SEGMENTO ORGANICOS,Fev,1101.6,0.34
FALSE,EMPORIO - REVENDA,SEGMENTO ORGANICOS,Jan,2162.6200000000013,0.49
FALSE,EMPORIO - REVENDA,SEGMENTO ORGANICOS,Mar,2301.8,0.34
FALSE,EMPORIO GERAL,SEGMENTO ORGANICOS,Abr,6851.780000000004,0.43
FALSE,EMPORIO GERAL,SEGMENTO ORGANICOS,Fev,18291.12,0.46
FALSE,EMPORIO GERAL,SEGMENTO ORGANICOS,Jan,18317.840000000004,0.46
FALSE,EMPORIO GERAL,SEGMENTO ORGANICOS,Mar,18655.420000000006,0.46
FALSE,EMPORIO GRANEL,SEGMENTO ORGANICOS,Fev,1245.0,0.34
FALSE,EMPORIO GRANEL,SEGMENTO ORGANICOS,Jan,2705.0,0.21
FALSE,EMPORIO GRANEL,SEGMENTO ORGANICOS,Mar,114.0,0.95
FALSE,FALSE,ALIMENTOS INDUSTRIALIZADOS,Abr,0.0,1.0
FALSE,FALSE,ALIMENTOS INDUSTRIALIZADOS,Fev,0.0,1.0
FALSE,FALSE,ALIMENTOS INDUSTRIALIZADOS,Jan,0.0,1.0
FALSE,FALSE,ALIMENTOS INDUSTRIALIZADOS,Mar,0.0,1.0
FALSE,FALSE,FLV IMPORTADOS,Abr,0.0,1.0
FALSE,FALSE,FLV IMPORTADOS,Fev,0.0,1.0
FALSE,FALSE,FLV IMPORTADOS,Jan,0.0,1.0
FALSE,FALSE,FLV IMPORTADOS,Mar,0.0,1.0
FALSE,FALSE,FLV NACIONAIS,Abr,0.0,1.0
FALSE,FALSE,FLV NACIONAIS,Fev,0.0,1.0
FALSE,FALSE,FLV NACIONAIS,Jan,0.0,1.0
FALSE,FALSE,FLV NACIONAIS,Mar,0.0,1.0
FALSE,FALSE,SEGMENTO ORGANICOS,Abr,0.0,1.0
FALSE,FALSE,SEGMENTO ORGANICOS,Fev,0.0,1.0
FALSE,FALSE,SEGMENTO ORGANICOS,Jan,0.0,1.0
FALSE,FALSE,SEGMENTO ORGANICOS,Mar,0.0,1.0
FALSE,FRUTAS SECAS,ALIMENTOS INDUSTRIALIZADOS,Abr,-27.93,0.41
FALSE,FRUTAS SECAS,ALIMENTOS INDUSTRIALIZADOS,Fev,-244.7,0.23
FALSE,FRUTAS SECAS,ALIMENTOS INDUSTRIALIZADOS,Jan,-1255.0500000000002,0.39
FALSE,FRUTAS SECAS,ALIMENTOS INDUSTRIALIZADOS,Mar,-95.78,0.21
FALSE,FRUTAS SECAS,FLV IMPORTADOS,Fev,25630.0,0.09
FALSE,FRUTAS SECAS,FLV IMPORTADOS,Jan,18720.0,0.15
FALSE,FRUTAS SECAS,FLV IMPORTADOS,Mar,42305.0,0.04
FALSE,FRUTAS SECAS,FLV NACIONAIS,Abr,46203.26,0.29
FALSE,FRUTAS SECAS,FLV NACIONAIS,Fev,52194.45,0.25
FALSE,FRUTAS SECAS,FLV NACIONAIS,Jan,50294.78,0.26
FALSE,FRUTAS SECAS,FLV NACIONAIS,Mar,81642.41,0.26
FALSE,FRUTAS SECAS,SEGMENTO ORGANICOS,Abr,1973.6499999999999,0.41
FALSE,FRUTAS SECAS,SEGMENTO ORGANICOS,Fev,5407.780000000001,0.46
FALSE,FRUTAS SECAS,SEGMENTO ORGANICOS,Jan,6448.960000000001,0.34
FALSE,FRUTAS SECAS,SEGMENTO ORGANICOS,Mar,10864.3,0.38
FALSE,FRUTAS/FRUTOS,FLV IMPORTADOS,Fev,-55.0,19.99
FALSE,FRUTAS/FRUTOS,FLV IMPORTADOS,Jan,-375.0,4.53
FALSE,FRUTAS/FRUTOS,FLV IMPORTADOS,Mar,12317.76,0.18
FALSE,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,1570.3000000000002,0.03
FALSE,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,8718.849999999999,-0.2
FALSE,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,24502.0,0.25
FALSE,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,6075.250000000002,-0.04
FALSE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,792.38,0.48
FALSE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,2041.2900000000002,0.48
FALSE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,2174.36,0.55
FALSE,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,952.5500000000001,0.52
FALSE,LEGUMES - ORGANICOS,FLV NACIONAIS,Mar,15.0,0.26
FALSE,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Fev,120.0,0.26
FALSE,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Jan,401.0,0.37
FALSE,LEGUMES - ORGANICOS,SEGMENTO ORGANICOS,Mar,585.0,0.26
FALSE,MANUTENCAO,FLV NACIONAIS,Jan,4800.0,0.99
FALSE,MOLHOS E TEMPEROS,ALIMENTOS INDUSTRIALIZADOS,Abr,8691.829999999998,0.55
FALSE,MOLHOS E TEMPEROS,ALIMENTOS INDUSTRIALIZADOS,Fev,990673.6500000007,0.47
FALSE,MOLHOS E TEMPEROS,ALIMENTOS INDUSTRIALIZADOS,Jan,1439219.21,0.54
FALSE,MOLHOS E TEMPEROS,ALIMENTOS INDUSTRIALIZADOS,Mar,1432383.8300000005,0.53
FALSE,MOLHOS E TEMPEROS,FLV NACIONAIS,Mar,502.3799999999992,0.47
FALSE,ORGANICO INDUSTRIALIZADO,FLV NACIONAIS,Jan,60.0,0.13
FALSE,ORGANICO INDUSTRIALIZADO,FLV NACIONAIS,Mar,164.5,0.9
FALSE,ORGANICO INDUSTRIALIZADO,SEGMENTO ORGANICOS,Abr,381.0,0.36
FALSE,ORGANICO INDUSTRIALIZADO,SEGMENTO ORGANICOS,Fev,1201.6999999999998,0.31
FALSE,ORGANICO INDUSTRIALIZADO,SEGMENTO ORGANICOS,Jan,980.0999999999999,0.28
FALSE,ORGANICO INDUSTRIALIZADO,SEGMENTO ORGANICOS,Mar,738.8,0.36
FALSE,PLANTAS,FLV NACIONAIS,Abr,7295.189999999999,0.36
FALSE,PLANTAS,FLV NACIONAIS,Fev,11450.900000000001,0.26
FALSE,PLANTAS,FLV NACIONAIS,Jan,12293.65,0.41
FALSE,PLANTAS,FLV NACIONAIS,Mar,17487.190000000002,0.33
FALSE,PLANTAS,SEGMENTO ORGANICOS,Abr,2520.609999999999,0.33
FALSE,PLANTAS,SEGMENTO ORGANICOS,Fev,9904.330000000004,0.32
FALSE,PLANTAS,SEGMENTO ORGANICOS,Jan,16164.659999999985,0.29
FALSE,PLANTAS,SEGMENTO ORGANICOS,Mar,11001.9,0.32
FALSE,PLANTAS - ORGANICAS,FLV NACIONAIS,Jan,57.0,0.81
FALSE,PLANTAS - ORGANICAS,SEGMENTO ORGANICOS,Abr,750.96,0.33
FALSE,PLANTAS - ORGANICAS,SEGMENTO ORGANICOS,Fev,1519.0600000000002,0.45
FALSE,PLANTAS - ORGANICAS,SEGMENTO ORGANICOS,Jan,2477.2700000000004,0.59
FALSE,PLANTAS - ORGANICAS,SEGMENTO ORGANICOS,Mar,1527.92,0.45
FALSE,SEMENTES,ALIMENTOS INDUSTRIALIZADOS,Fev,2480.53,0.49
FALSE,SEMENTES,ALIMENTOS INDUSTRIALIZADOS,Mar,4999.53,0.49
FALSE,SEMENTES,FLV NACIONAIS,Jan,150.0,0.22
FALSE,SEMENTES,FLV NACIONAIS,Mar,153.0,0.31
FALSE,SEMENTES/CEREAIS - ORGANICOS,FLV NACIONAIS,Fev,52.0,0.42
FALSE,SEMENTES/CEREAIS - ORGANICOS,FLV NACIONAIS,Jan,50.5,0.47
FALSE,SEMENTES/CEREAIS - ORGANICOS,FLV NACIONAIS,Mar,60.6,0.42
FALSE,SEMENTES/CEREAIS - ORGANICOS,SEGMENTO ORGANICOS,Abr,9044.4,0.35
FALSE,SEMENTES/CEREAIS - ORGANICOS,SEGMENTO ORGANICOS,Fev,7198.4,0.43
FALSE,SEMENTES/CEREAIS - ORGANICOS,SEGMENTO ORGANICOS,Jan,15053.08,0.43
FALSE,SEMENTES/CEREAIS - ORGANICOS,SEGMENTO ORGANICOS,Mar,11095.0,0.44
FALSE,SERVICOS PRESTADOS CANTU,FLV NACIONAIS,Jan,9310.0,1.0
FALSE,SERVICOS PRESTADOS CANTU,FLV NACIONAIS,Mar,15211.0,1.0
FALSE,SUCATA,FLV NACIONAIS,Abr,826.2,1.0
FALSE,SUCATA,FLV NACIONAIS,Fev,470.9,1.0
FALSE,SUCATA,FLV NACIONAIS,Jan,290.8,1.0
FALSE,SUCATA,FLV NACIONAIS,Mar,695.3,1.0
FALSE,TEMPEROS,FLV NACIONAIS,Abr,1612.2,0.09
FALSE,TEMPEROS,FLV NACIONAIS,Fev,5239.200000000001,0.09
FALSE,TEMPEROS,FLV NACIONAIS,Jan,12329.999999999993,0.18
FALSE,TEMPEROS,FLV NACIONAIS,Mar,14772.199999999997,0.22
FALSE,TEMPEROS DIVERSOS,FLV NACIONAIS,Abr,4507.5199999999995,0.25
FALSE,TER BENINI,FLV NACIONAIS,Jan,215.0,0.1
FALSE,TUBERCULOS,FLV NACIONAIS,Abr,8676.470000000001,0.3
FALSE,TUBERCULOS,FLV NACIONAIS,Fev,31935.15,0.3
FALSE,TUBERCULOS,FLV NACIONAIS,Jan,30502.47000000001,0.28
FALSE,TUBERCULOS,FLV NACIONAIS,Mar,24042.339999999997,0.3
FALSE,TUBERCULOS,SEGMENTO ORGANICOS,Abr,822.92,0.48
FALSE,TUBERCULOS,SEGMENTO ORGANICOS,Fev,2389.3199999999997,0.37
FALSE,TUBERCULOS,SEGMENTO ORGANICOS,Jan,1079.51,0.38
FALSE,TUBERCULOS,SEGMENTO ORGANICOS,Mar,2317.6799999999994,0.5
FALSE,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Fev,45.0,0.33
FALSE,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Jan,90.0,0.33
FALSE,TUBERCULOS - ORGANICOS,FLV NACIONAIS,Mar,73.75,0.44
FALSE,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,561.64,0.37
FALSE,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,1871.32,0.42
FALSE,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,4235.48,0.38
FALSE,TUBERCULOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,2428.67,0.5
FALSE,VERDURAS,FLV NACIONAIS,Abr,18129.199999999997,0.36
FALSE,VERDURAS,FLV NACIONAIS,Fev,59260.869999999995,0.01
FALSE,VERDURAS,FLV NACIONAIS,Jan,61356.89999999997,0.32
FALSE,VERDURAS,FLV NACIONAIS,Mar,75649.93000000004,0.28
FALSE,VERDURAS,SEGMENTO ORGANICOS,Abr,325.2900000000001,0.37
FALSE,VERDURAS,SEGMENTO ORGANICOS,Fev,1076.55,0.52
FALSE,VERDURAS,SEGMENTO ORGANICOS,Jan,930.4399999999997,0.42
FALSE,VERDURAS,SEGMENTO ORGANICOS,Mar,1323.2700000000002,0.32
FIGO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,1976.38,0.38
FIGO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,9387.02,0.41
FIGO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,13624.5,0.64
FIGO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,6971.47,0.38
FIGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Abr,521.22,0.54
FIGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,2424.4799999999996,0.5
FIGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,2785.7,0.5
FIGO,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,2258.2999999999997,0.55
FRAMBOESA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,1075.0,0.53
FRAMBOESA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,-34.5,0.23
FRAMBOESA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,259.0,0.39
FRAMBOESA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Fev,-135.0,0.46
FRAMBOESA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,379.71,0.44
FRAMBOESA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Mar,89.3,0.51
GENGIBRE,TUBERCULOS,FLV NACIONAIS,Abr,47388.05,0.45
GENGIBRE,TUBERCULOS,FLV NACIONAIS,Fev,156333.88,0.22
GENGIBRE,TUBERCULOS,FLV NACIONAIS,Jan,139151.92999999996,0.31
GENGIBRE,TUBERCULOS,FLV NACIONAIS,Mar,193173.12999999995,0.17
GOIABA,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,43903.36,0.18
GOIABA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,140162.36000000004,0.34
GOIABA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,161889.21,0.31
GOIABA,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,194029.45999999996,0.29
GOIABA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Jan,24.0,0.18
GOIABA,FRUTAS/FRUTOS - ORGANICOS,FLV NACIONAIS,Mar,96.0,0.17
GOIABA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Abr,174.0,0.08
GOIABA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Fev,1837.5,0.05
GOIABA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,815.0,0.18
GOIABA,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Mar,2371.88,0.05
GRANADILLA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,170.9,0.21
GRANADILLA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,740.0,0.66
GRAPEFRUIT,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,120.0,0.5
GRAPEFRUIT,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,-225.7,0.35
GRAPEFRUIT,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,12366.2,0.52
GRAPEFRUIT,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,3542.25,0.45
GRAPEFRUIT,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,714.0,0.29
GRAVIOLA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,484.20000000000005,0.6
GRAVIOLA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,807.0,0.5
GRAVIOLA,FRUTAS/FRUTOS,SEGMENTO ORGANICOS,Jan,79.61,0.28
JABUTICABA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,414.5,0.71
JACA,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,777.4,0.62
JACA,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,364.36,0.42
JILO,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,935.3199999999999,0.3
JILO,FRUTAS/FRUTOS,FLV NACIONAIS,Fev,2360.53,0.24
JILO,FRUTAS/FRUTOS,FLV NACIONAIS,Jan,3777.1600000000008,0.33
JILO,FRUTAS/FRUTOS,FLV NACIONAIS,Mar,1856.3800000000003,0.33
JILO,FRUTAS/FRUTOS - ORGANICOS,SEGMENTO ORGANICOS,Jan,48.0,0.23
KINKAN,FRUTAS/FRUTOS,FLV NACIONAIS,Abr,340.0,0.31
